X,Y,ORIENTATION,LS 0-179,LC 180-359,LD 360-539
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.750000074505806413e-01,1.811666665971279233e+00,4.694530363240953186e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.761666728390587355e-01,1.811833337114916898e+00,4.694309390052247011e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.755555636352963411e-01,1.810777778095669310e+00,4.694806616609267458e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.760000060002009370e-01,1.810833336247338110e+00,4.694088395787866297e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.756111176477538338e-01,1.810833340552118198e+00,4.694861873078741255e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.757222298118803483e-01,1.810722220275137184e+00,4.695027616142567695e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.762777833475006606e-01,1.811944446133242792e+00,4.694917125596526297e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.760555615027745713e-01,1.810611110097832155e+00,4.694475134433303332e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.757222276594904153e-01,1.810499998927116438e+00,4.695138104054150219e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.759444503320588549e-01,1.811444443298710683e+00,4.694364642570032053e+00
0.000000000000000000e+00,2.775557561562891351e-17,7.527309505948735768e-02,6.767222288582059875e-01,1.812166670627064269e+00,4.695027616142567695e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.766666733556323532e-01,1.810555557244353908e+00,4.694751383849928850e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.752777846323119171e-01,1.811111115415890982e+00,4.695027616142567695e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.527309505948735768e-02,6.761666730046271834e-01,1.811166667275958542e+00,4.694917119010376894e+00
-6.210679626107440399e-04,-3.327820834771455516e-04,7.530282971480782572e-02,6.767777845263480696e-01,1.811444449921449040e+00,4.694806613974808585e+00
-2.661577236255152634e-03,-4.958237847763058426e-04,7.526188632017850877e-02,6.790555606285730850e-01,1.816166666812366826e+00,4.692320421914369710e+00
