X,Y,ORIENTATION,LS 0-179,LC 180-359,LD 360-539
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.044444476564725166e-01,1.871888892352580935e+00,4.563259679309570771e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.043888938095834718e-01,1.871555559171570682e+00,4.563701654666036944e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.048888926704725000e-01,1.871444449490970996e+00,4.563425413152789822e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.042222251494725249e-01,1.871222222513622802e+00,4.562928160251174425e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.055555593636301248e-01,1.871555561986234517e+00,4.563425406566641307e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.050555585159196115e-01,1.871055557827154825e+00,4.562872918271228428e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.040000026424725332e-01,1.871777781016296771e+00,4.562983419355107984e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.046666693356301581e-01,1.871222225990560428e+00,4.563259683261260413e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.038333374592993241e-01,1.872055559191438956e+00,4.563922648930417658e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.050555580192141569e-01,1.871555560827255160e+00,4.562099464690487771e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.042222264740202187e-01,1.871277781824270958e+00,4.564254140326990061e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.051111135217879022e-01,1.871000005304813474e+00,4.563812174191132165e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.048333365056249633e-01,1.872333337366580919e+00,4.563204418888408220e+00
0.000000000000000000e+00,-2.775557561562891351e-17,7.376215219699235048e-02,7.046111158198780089e-01,1.872611110905806120e+00,4.563591169388913293e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.043333374791674872e-01,1.871444448000854965e+00,4.563646417955008694e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.048333370023303068e-01,1.870888892643981505e+00,4.563480655132736707e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.043888939751519196e-01,1.871444446841875608e+00,4.564309394162004097e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.046111159854464567e-01,1.871555561986234517e+00,4.563425413152789822e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.050555591781934028e-01,1.871666671170128637e+00,4.563756908501050980e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.041666703091726820e-01,1.872166672680112942e+00,4.563756907183821099e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.050000023510720748e-01,1.872000001867612173e+00,4.561270734881827771e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.052222261826197602e-01,1.872611116369565343e+00,4.561712710238293056e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.049444476763407907e-01,1.872000001867612173e+00,4.563535915553899258e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.376215219699235048e-02,7.057222248779402296e-01,1.871444446014033369e+00,4.562928181326850741e+00
-5.695100231783989386e-05,3.145893956402190383e-05,7.376215219699235048e-02,7.049444488353199256e-01,1.872722228699260194e+00,4.562651929275765461e+00
-2.261691402343890545e-03,3.291950224154349680e-04,7.365003234678367539e-02,7.072222272555033218e-01,1.877111115720536905e+00,4.559999983613661989e+00
-1.948689285105131841e-02,-1.470998442166471243e-03,7.325907459890111662e-02,7.365555579463640701e-01,1.933444448312123587e+00,4.679171243425232163e+00
-3.722540022528986192e-02,-3.089996601327110737e-03,7.357663440711825764e-02,7.633333355188369751e-01,1.971611110369364317e+00,4.687292803716922585e+00
-8.236873536668731788e-02,-6.730510343514545246e-03,7.318605063623710716e-02,7.915000024769041076e-01,2.452333323823081113e+00,4.506850801120147132e+00
-8.236873536668731788e-02,-6.730510343514545246e-03,7.318605063623710716e-02,8.197777791155709259e-01,2.245944439868132303e+00,4.469171236891773091e+00
-1.045117814823677271e-01,-8.313939155224131516e-03,7.252380304519574772e-02,8.658888896306355942e-01,2.678777757783730618e+00,4.412541430299453005e+00
-1.451865622688313096e-01,-1.151398198376035742e-02,7.403919562995849024e-02,8.885555552111731314e-01,2.432388874888419927e+00,4.458618777891548923e+00
-1.645421795678898569e-01,-1.325612842972609395e-02,7.351403298593239821e-02,9.088888910081651673e-01,2.474888879557450405e+00,4.484861858641903787e+00
-2.040694219108110108e-01,-1.549081002735328005e-02,7.031298639325084254e-02,9.278333367572890733e-01,2.978222194479571261e+00,4.309392269145059018e+00
-2.249291858472584060e-01,-1.648838758593934584e-02,7.130881932808581791e-02,9.671666651964188066e-01,2.615166666772630322e+00,4.192707181635482172e+00
-2.637357295656292955e-01,-2.926840536620683997e-02,6.727113744851073718e-02,9.890000002251730926e-01,2.707166659169726763e+00,4.280662985796428011e+00
-2.637357295656292955e-01,-2.926840536620683997e-02,6.727113744851073718e-02,1.006777774625354338e+00,2.749722220169173337e+00,4.261491710968439151e+00
-2.848355158511552965e-01,-3.066932821496912154e-02,6.716847734763217725e-02,1.025944445530573512e+00,3.058611099918683518e+00,4.314198861464610957e+00
-3.259131589873525137e-01,-3.472365220608991665e-02,6.653259385942840443e-02,1.060222221745385163e+00,3.004722216394212442e+00,3.967734809738496349e+00
-3.464416096049798277e-01,-3.647849476852643713e-02,6.691700529056167357e-02,1.078777781460020346e+00,3.208555539449056138e+00,4.135966821270094407e+00
-3.876329376272789062e-01,-3.849586947065805620e-02,6.722237639504798079e-02,1.096222223507033355e+00,3.372055557039049134e+00,4.129336992021423569e+00
-4.082436694180828773e-01,-3.950520925240699754e-02,6.713538706420038582e-02,1.127777779764599364e+00,3.514833323160807321e+00,3.887127068161305932e+00
-4.447220545479861897e-01,-4.145997484158245316e-02,6.533165960656414639e-02,1.138055551383230446e+00,3.373277769817246252e+00,4.072209922648266200e+00
-4.447220545479861897e-01,-4.145997484158245316e-02,6.533165960656414639e-02,1.155611112051539990e+00,3.371388885378837408e+00,3.915414351784721969e+00
-5.079929769571784881e-01,-4.386407249992482771e-02,6.535946799578992716e-02,1.172888888915379901e+00,3.654611096117231561e+00,3.791160223892380721e+00
-5.079929769571784881e-01,-4.386407249992482771e-02,6.535946799578992716e-02,1.198555554615126750e+00,4.013944418562783056e+00,3.701436465616384286e+00
-5.289575402284394379e-01,-4.484471099338421807e-02,6.450264179686596155e-02,1.213111111852857693e+00,3.824277752637863070e+00,3.756408838935978434e+00
-5.591333923438197573e-01,-4.649289874230114195e-02,6.383982673394229812e-02,1.223722219467163086e+00,3.719388869404792963e+00,3.498176790732705044e+00
-5.591333923438197573e-01,-4.649289874230114195e-02,6.383982673394229812e-02,1.228166664308971923e+00,3.876555533210436444e+00,3.491878438391079698e+00
-5.438038924503016958e-01,-4.541737320959279844e-02,6.374893394582595296e-02,1.220944445663028288e+00,3.867777767446305859e+00,3.615690602782022811e+00
-5.438038924503016958e-01,-4.541737320959279844e-02,6.374893394582595296e-02,1.216833332180976779e+00,3.968999977244271005e+00,3.673977904556864349e+00
-5.481845743088511469e-01,-4.531744028943698877e-02,6.401041639564969410e-02,1.217555556363529634e+00,3.829055544071727546e+00,3.753480667567384632e+00
-5.482043189502316949e-01,-4.531485428033041329e-02,6.400400770505833281e-02,1.222333334220780277e+00,3.608388891485002414e+00,3.608618774466751500e+00
-5.497685000146821377e-01,-4.522182005986746800e-02,6.370417107776231436e-02,1.222499999735090492e+00,3.729444436232248972e+00,3.609502769965493130e+00
-5.482588067083580263e-01,-4.533330741584304380e-02,6.415126223759069768e-02,1.220833333664470333e+00,3.711388882001240841e+00,3.527734822989827546e+00
-5.482588067083580263e-01,-4.533330741584304380e-02,6.415126223759069768e-02,1.220222224791844612e+00,3.828388863801956088e+00,3.518066305481926559e+00
-5.474024369381682575e-01,-4.528859409994370755e-02,6.369305955059988145e-02,1.219777780108981746e+00,3.828055548336770642e+00,3.613204419283577273e+00
-5.474024369381682575e-01,-4.528859409994370755e-02,6.369305955059988145e-02,1.219166671567492921e+00,3.742722210288047968e+00,3.651104971848798897e+00
-5.475995510952242906e-01,-4.524063269764574957e-02,6.356041879747914569e-02,1.219888889789581210e+00,3.826555546124775997e+00,3.612817685907058429e+00
-5.475995510952242906e-01,-4.524063269764574957e-02,6.356041879747914569e-02,1.219944447610113336e+00,3.827611102329360193e+00,3.612320444201896130e+00
-5.475995510952242906e-01,-4.524063269764574957e-02,6.356041879747914569e-02,1.219888888796170523e+00,3.826499983999464227e+00,3.612817674710605775e+00
-5.475995510952245127e-01,-4.524063269764574957e-02,6.356041879747914569e-02,1.219055557913250487e+00,3.570888890822728534e+00,3.612541445711041188e+00
-5.475995510952245127e-01,-4.524063269764574957e-02,6.356041879747914569e-02,1.219666667779286673e+00,3.826777772108713727e+00,3.611436475047749006e+00
-5.475995510952242906e-01,-4.524063269764572182e-02,6.356041879747914569e-02,1.219000002079539735e+00,3.826111103097597610e+00,3.612375694085221411e+00
-5.475995510952242906e-01,-4.524063269764574957e-02,6.356041879747914569e-02,1.219777778122160150e+00,3.826444428496890815e+00,3.748397784997086646e+00
-5.475995510952242906e-01,-4.524063269764574957e-02,6.356041879747914569e-02,1.220277777976459976e+00,3.744055546985732175e+00,3.612209949704165091e+00
-5.475995510952242906e-01,-4.524063269764574957e-02,6.356041879747914569e-02,1.219611112276713039e+00,3.827444431847996320e+00,3.612430945285776129e+00
-5.475995510952242906e-01,-4.524063269764574957e-02,6.356041879747914569e-02,1.220222222473886342e+00,3.743555539515283304e+00,3.612928180404789469e+00
-5.475995510952242906e-01,-4.524063269764574957e-02,6.356041879747914569e-02,1.219722223281860307e+00,3.827777759234110455e+00,3.613314910488234055e+00
-5.475995510952242906e-01,-4.524063269764574957e-02,6.356041879747914569e-02,1.219944443636470366e+00,3.743666656480895139e+00,3.612320451446659586e+00
-5.472963517834319447e-01,-4.557513370043247969e-02,6.412118854625466213e-02,1.220055559277534396e+00,3.743944431013531027e+00,3.612541439783507169e+00
-5.472963517834319447e-01,-4.557513370043247969e-02,6.412118854625466213e-02,1.218055557542377043e+00,3.743888884782791138e+00,3.665193372009867279e+00
-5.473112744059107637e-01,-4.767897056233588726e-02,6.496804085397957229e-02,1.219833337267239859e+00,3.826499985324011810e+00,3.664640875811076448e+00
-5.472843607081387951e-01,-4.917147203726840443e-02,6.533893340774868386e-02,1.220555558800697327e+00,3.969055524137285129e+00,3.666077343139859224e+00
-5.472843607081387951e-01,-4.917147203726840443e-02,6.533893340774868386e-02,1.223777778943379690e+00,3.827111093203226844e+00,3.539060768501534504e+00
-5.448773042277774703e-01,-9.347140357186267678e-02,6.425071498483150845e-02,1.228888889816072361e+00,3.865777756439314761e+00,3.651215449222543707e+00
-5.448773042277774703e-01,-9.347140357186267678e-02,6.425071498483150845e-02,1.234777780042754181e+00,3.808555532826317869e+00,3.487734786054705882e+00
-5.406622435404426774e-01,-1.683750013562779757e-01,6.339433013223416680e-02,1.242333334353235008e+00,3.919833319054709442e+00,3.614364634561275214e+00
-5.406171215619393067e-01,-1.690132861955121191e-01,6.339433013223416680e-02,1.263555554548899229e+00,4.014388858940866278e+00,3.572099440005602755e+00
-5.388759449456748118e-01,-1.944900870418322658e-01,6.242126198399448878e-02,1.270666670136981535e+00,3.990388870239257812e+00,3.441160213881434782e+00
-5.365008012099647949e-01,-2.342653831756791594e-01,3.202737326456805284e-02,1.275000001324547716e+00,4.119333313571082122e+00,3.425027606895615584e+00
-5.365008012099647949e-01,-2.342653831756791594e-01,3.202737326456805284e-02,1.274944443504015590e+00,4.638611090183258234e+00,3.056132581352529076e+00
-5.360418987139881075e-01,-2.591004791756530978e-01,-1.877043559912992474e-02,1.321388882729742198e+00,5.013555538654327570e+00,2.639944740421864111e+00
-5.360418987139881075e-01,-2.591004791756530978e-01,-1.877043559912992474e-02,1.381388886107338898e+00,5.049222199122111121e+00,2.500552477098960225e+00
-5.383856279631080710e-01,-3.020785041092096668e-01,-9.545378988872287029e-02,1.452944440974129670e+00,5.228222197956508666e+00,2.415745845815753245e+00
