hellingers_anomaly_0_offline
6.514489035877053524e-01
7.716705826099675702e-01
8.290765473440804278e-01
8.829624861923457413e-01
9.333255224693910446e-01
9.641293313899357287e-01
9.999987605442375305e-01
9.999987605442375305e-01
9.999987605442375305e-01
9.999987605442375305e-01
9.999987605442375305e-01
9.999987605442375305e-01
9.999987605442375305e-01
9.999987605442375305e-01
9.999987605442375305e-01
9.999983353588350887e-01
9.996905963807676265e-01
9.994385238581030562e-01
9.990579203901744920e-01
9.985135419755180042e-01
9.975843985753511944e-01
9.969840783439670728e-01
9.951029717524957352e-01
9.934721993793008687e-01
9.912005201395006626e-01
9.942916935182827265e-01
9.975122564952477733e-01
9.984542280403290171e-01
9.991039800802093973e-01
9.993184925129864338e-01
9.995748032979517861e-01
9.996586103344788921e-01
9.997306604036980682e-01
9.997306604036980682e-01
9.997660069963049123e-01
9.998122514496649016e-01
9.998551473537533596e-01
9.981005333286605552e-01
9.996651083854702913e-01
9.999570181924841705e-01
9.999971538650508363e-01
9.999998580938596060e-01
9.999999971091342310e-01
9.999999999780088134e-01
9.999999999999625855e-01
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
9.999999999999994449e-01
9.999999999999978906e-01
9.999999999999953371e-01
9.999999999999585887e-01
9.999999999998815392e-01
9.999999999999690248e-01
9.999999999999704681e-01
9.999999999999996669e-01
9.999999999999995559e-01
9.999999999999998890e-01
9.999999999999996669e-01
9.999999999999983347e-01
9.999999999999803491e-01
9.999999999999117373e-01
9.999999999998840927e-01
9.999999999985909049e-01
9.999999999969546582e-01
9.999999999967086328e-01
9.999999999946805884e-01
9.999999999933408823e-01
9.999999997119031203e-01
9.999999999968572917e-01
9.999999999980886400e-01
9.999999999987255750e-01
9.999999999997482014e-01
9.999999999999610312e-01
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
9.999999999999993339e-01
9.999999999999300559e-01
9.999999999977489118e-01
9.999999998645496824e-01
9.999999979073236345e-01
9.999999718619816402e-01
9.999999109185934154e-01
9.999993769147235145e-01
9.999903565214171008e-01
9.999216946918597637e-01
9.990722121016935020e-01
9.999802635725913991e-01
9.951919245570272077e-01
9.949781456746958908e-01
9.926325699227037669e-01
9.955275296487517966e-01
9.978044091167271867e-01
9.988955730351403162e-01
9.995878150749845092e-01
9.998771598208633371e-01
9.999790997120160396e-01
9.999964446172134869e-01
8.660914302146320853e-01
8.552459732754862376e-01
8.527877616965398033e-01
8.719596580961529453e-01
8.592892523587745135e-01
8.679382533078653372e-01
8.902851405494865977e-01
9.112488490043626488e-01
9.514134723102256608e-01
9.870771932836021056e-01
9.970037814587756619e-01
9.994245117848530313e-01
9.999287603707515126e-01
9.999873647154237100e-01
9.999979100233832296e-01
9.999996130143599116e-01
9.999998521654968053e-01
9.999999730846043100e-01
9.999999899499545375e-01
9.999999993461519132e-01
9.999999999726821853e-01
1.000000000000000000e+00
1.000000000000000000e+00
9.999999999999997780e-01
9.999999999999992228e-01
9.999999999999984457e-01
9.999999999999982236e-01
9.999999999999984457e-01
9.999999999999998890e-01
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
