position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888929e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.617911695706761410e-01,1.006702957772888651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762766273653261884e-02,9.992918287452298154e-01
-8.624122375332868851e-01,1.003375136938117196e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.764251953141965756e-02,9.992912692119984008e-01
-8.644527468069312937e-01,1.001744719925125593e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762206233514078790e-02,9.992920396088676993e-01
-8.673552469443090995e-01,9.995139476711326076e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.740876107883794877e-02,9.993000473304034514e-01
-8.745148762761126848e-01,9.941884873984566107e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.788591649149317120e-02,9.992820709547427516e-01
-8.791589123839135267e-01,9.900092162852031086e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.768507965165376894e-02,9.992896650979877782e-01
-8.829473466020288930e-01,9.875562932316583886e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.777588177525448981e-02,9.992862366489904113e-01
-8.987077090352392217e-01,9.771806562433948962e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762591053135679736e-02,9.992918947218006887e-01
-9.107415042439849229e-01,9.668605589568435299e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.766105778172288560e-02,9.992905707184280839e-01
-9.229673259546261610e-01,9.575861984700859142e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.759333984067254886e-02,9.992931205605408707e-01
-9.342916179338882632e-01,9.503103686228356328e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.724000756196275963e-02,9.993063503434694850e-01
-9.531817963166259178e-01,9.367062265893746908e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.771241946271264994e-02,9.992886336881193765e-01
-9.626039803995195543e-01,9.312223424920482162e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.783442728777569597e-02,9.992840217434710848e-01
-9.749557544530694786e-01,9.260068408283858576e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.744576671545795515e-02,9.992986613395874462e-01
-1.017810933801305939e+00,8.897239805623616271e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.751528332661771548e-02,9.992960539884682136e-01
-1.017810933801305939e+00,8.897239805623616271e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.751528332661771548e-02,9.992960539884682136e-01
