position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
-8.228776345238448808e-01,-3.146701559831636963e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.809115156626077803e-02,9.992742687432496496e-01
-8.375509729997241415e-01,-3.246599962504871650e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.802294477228312930e-02,9.992768663743016866e-01
-8.538991874540681204e-01,-3.382106625162831226e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.808935049178332338e-02,9.992743373964498854e-01
-8.745616184971778395e-01,-3.548855099794451240e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.729891908731670924e-02,9.993041532160855667e-01
-8.976275393973175420e-01,-3.741875000886890623e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.720600752713620896e-02,9.993076168047007046e-01
-9.213590814808974017e-01,-3.879812127527589027e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.802595788911319885e-02,9.992767517192698845e-01
-9.666964017540348175e-01,-4.148315802926408336e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.699805684656396615e-02,9.993153375134289362e-01
-9.875210524017680180e-01,-4.317202314046308942e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.686126872617183359e-02,9.993203925007719812e-01
-1.029592193181188886e+00,-4.670232698599516286e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.737118378736314916e-02,9.993014533274386935e-01
-1.052219338518307845e+00,-4.859750502103629688e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.706911639250598522e-02,9.993127041171241398e-01
-1.075382931575550094e+00,-5.109105704951986959e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.702986756503822557e-02,9.993141592653012051e-01
-1.097927687902151117e+00,-5.303527681154389384e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.716071038697327938e-02,9.993093022700907380e-01
-1.120206413596930517e+00,-5.451799344950153392e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.735228906446873276e-02,9.993021597603221062e-01
-1.162832438427874093e+00,-5.696964578774924015e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.686317327729060622e-02,9.993203222470402602e-01
-1.185217822601629223e+00,-5.858999040246803958e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.645825512314417732e-02,9.993351768217587638e-01
-1.209801467072291192e+00,-6.623608763301008784e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.743821700008768266e-02,9.992989442143198620e-01
-1.254340793062326931e+00,-6.952916932601874156e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.716625746864116175e-02,9.993090959787039873e-01
-1.275741950642182765e+00,-7.111663074053384270e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.702513929993083569e-02,9.993143344612949175e-01
-1.297534563988079759e+00,-7.298222295566272888e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.715092146208337498e-02,9.993096662369068683e-01
-1.319534363525638909e+00,-7.457244868065539267e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.735073231925975512e-02,9.993022179477112354e-01
-1.364386361507000878e+00,-7.775553966751233559e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.730922909049660952e-02,9.993037683430763263e-01
-1.386271131824790448e+00,-7.939582649070435483e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.765687417352718558e-02,9.992907283806246044e-01
-1.407919711375767324e+00,-8.119267524146192572e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.713575774439781263e-02,9.993102298569496167e-01
-1.435842335610112874e+00,-8.087044132826702592e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.851928565583945946e-02,9.992578569281123091e-01
-1.457707240468712806e+00,-8.233982772778279668e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.860803468063998822e-02,9.992544318931482206e-01
-1.501279240256965020e+00,-8.500735687679764063e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.844542456097308630e-02,9.992607013839414076e-01
-1.523078870608092439e+00,-8.686378394844648798e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.828306567412831374e-02,9.992669347489639975e-01
-1.551789856538613677e+00,-8.973696787249448026e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.884218679384406070e-02,9.992453575198997351e-01
-1.549468649340519866e+00,-8.970348533841117356e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.875241147653362556e-02,9.992488431840956808e-01
-1.540917327985023455e+00,-8.858208926413249640e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.945443290723394530e-02,9.992213707302144421e-01
