hellingers_nominal_1
4.987624377021352418e-01
4.547968109497663169e-01
4.047848788026887634e-01
3.622804254097629073e-01
3.204418916160450825e-01
2.749237176248003900e-01
2.337523775483382193e-01
2.004244169524533881e-01
1.709805826167116738e-01
1.487211065853417669e-01
1.326564975103754485e-01
1.209158841129223116e-01
1.123124300325852865e-01
1.072393386866472564e-01
1.054041307363668967e-01
1.070847478081328186e-01
1.119869527242314255e-01
1.186854458373497456e-01
1.274178878763725375e-01
1.395148017734565427e-01
1.545246865059975994e-01
1.726248029129012762e-01
1.932291230216660605e-01
2.185103321364267881e-01
2.479902227866482844e-01
2.811118045748768335e-01
3.204480953597284021e-01
3.653099836929931676e-01
4.143428926772825260e-01
4.573586157274615038e-01
5.039987050658808476e-01
5.445182775579494594e-01
5.879298844511794409e-01
6.319818968073951382e-01
6.647195212300633926e-01
6.976126670155565757e-01
7.238715973613529808e-01
7.514630049083572683e-01
7.752900841984129432e-01
7.901752890222755177e-01
8.063571845887299583e-01
8.204694435506216799e-01
8.277893515851677542e-01
8.396993205444257535e-01
8.482542830264216960e-01
8.510584711883799613e-01
8.520412393162403175e-01
8.538334303543417825e-01
8.531695220236401589e-01
8.516701669543919051e-01
8.512688690920107160e-01
8.513366083133840911e-01
8.530994491458981921e-01
8.538788653907314341e-01
8.539832123576930334e-01
8.535834844267026211e-01
8.525279219294455979e-01
8.521955488313213145e-01
8.528804072343800780e-01
8.525543923276478475e-01
8.301486010825817052e-01
8.152040803966711380e-01
8.014176387831876136e-01
7.891587865950377978e-01
7.780715170235732447e-01
7.679137979124909252e-01
7.532280658214374203e-01
7.395482941968398727e-01
7.217229597247685202e-01
7.014127309620264983e-01
6.840408174191896506e-01
6.679695213834466738e-01
6.511856406697080768e-01
6.334443629154857813e-01
6.095772365726210840e-01
5.925776056235064759e-01
5.786460746920623066e-01
5.570385455220949744e-01
5.341742919362360009e-01
5.133333897819909453e-01
4.940225891729539409e-01
4.675183165284926279e-01
4.436235383308648750e-01
4.301524446611204588e-01
4.170012138701373328e-01
4.147988297751989961e-01
4.158048819559325704e-01
4.189254356185969641e-01
4.230377634960468258e-01
4.310206017886958341e-01
4.388479302996337594e-01
4.468110350336256253e-01
4.506809621266331112e-01
4.580250125112274029e-01
4.656325155037506214e-01
4.746707382256937224e-01
4.845222082024394084e-01
4.975095531881684741e-01
5.116791099449944369e-01
5.123779299734103621e-01
5.199745758924676498e-01
5.269738707301089287e-01
5.348727009821607759e-01
5.441983208853891085e-01
5.556072192593132231e-01
5.686431408109120511e-01
5.845722802856239131e-01
6.000217502985223383e-01
6.180421154906725612e-01
6.383649206792130215e-01
6.567209912722178355e-01
6.756144284497087593e-01
6.925626044830036632e-01
7.127067274793015272e-01
7.390849774187739918e-01
7.603693771213039243e-01
7.815703916330386525e-01
8.049651137024229630e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
7.191638369184252255e-01
6.171371346980311090e-01
6.107228392759439517e-01
6.003349198119225516e-01
5.872132605316567888e-01
5.633979649330203010e-01
5.607452106680500536e-01
5.394240696685265180e-01
5.329278055162890437e-01
5.173925474701364102e-01
5.178053253655310328e-01
5.241473742322542151e-01
5.250948243906240487e-01
5.317523659160178218e-01
5.353424874972578795e-01
5.292460174206843337e-01
5.318371295356523198e-01
5.392323983530575848e-01
5.384660915276218152e-01
5.450465622128723986e-01
5.585274867479930183e-01
5.615500551516583450e-01
5.710707073822287594e-01
5.893850951211290212e-01
5.946108413116204527e-01
5.961079242089712960e-01
6.047886068467502874e-01
6.180672969284523033e-01
6.316364756245747003e-01
6.379731485151685089e-01
6.414523714058705250e-01
6.484266074767570665e-01
6.641741749777811954e-01
6.798374024765310164e-01
6.885656536978417286e-01
7.005287239644276687e-01
7.111432781429491978e-01
7.228185234822707139e-01
7.354750360735391457e-01
7.501700814964070707e-01
7.687864351462905255e-01
7.872048355075227377e-01
8.321992461318570289e-01
8.182500812757907971e-01
7.992757332461970510e-01
7.899152167059909635e-01
7.779174356650546684e-01
7.594736192129962760e-01
7.537078606056881735e-01
7.402338005026787293e-01
7.297696408451590511e-01
7.071572460712856056e-01
7.034156850352933921e-01
6.816783465232945094e-01
6.689676769563257519e-01
6.540114818669127139e-01
6.435397673106739713e-01
6.288330434557499737e-01
6.219784922285629403e-01
6.190378278709334214e-01
6.112333351925705038e-01
5.982751536811425908e-01
5.796094996505625208e-01
5.539461862319634555e-01
5.364361800329462415e-01
5.275631865128349585e-01
5.342151126213694479e-01
5.342151126213694479e-01
5.342151126213694479e-01
5.342151126213694479e-01
5.410387758904235955e-01
5.455244004318395845e-01
5.542970161425498921e-01
5.690624096635754636e-01
5.813716606010657095e-01
6.112597396493301138e-01
6.435688294751662486e-01
6.863205206918676637e-01
6.869022970569630404e-01
6.881297024165649034e-01
6.882302395378807613e-01
6.900036295611781112e-01
6.934538432060119995e-01
6.931525382670595814e-01
9.930677311323388157e-01
9.903634444260395187e-01
9.879887045764073061e-01
9.839211702409795812e-01
9.797506090868793871e-01
9.745790362957074127e-01
9.697283731638798310e-01
9.626224830615337513e-01
9.559986453147368834e-01
9.463995003375489379e-01
9.301378413015666258e-01
9.147375113653575252e-01
8.950333175376479211e-01
8.713025809252885612e-01
8.489869057030428046e-01
8.300349106051281289e-01
8.086835794270845756e-01
8.167932522533954964e-01
8.244983069337858961e-01
8.276115108402248843e-01
8.335123904989006904e-01
8.355257257017569827e-01
8.367360009625948170e-01
8.398459957654145214e-01
8.453864022067754114e-01
8.479414995109277875e-01
8.479414995109277875e-01
8.580306495612219919e-01
8.690931672484050186e-01
8.690931672484050186e-01
8.826415431311351867e-01
8.969502191456633078e-01
9.064554424334017035e-01
9.112652635327487260e-01
6.224710339325275621e-01
5.884378829174563563e-01
5.644983367530238549e-01
5.326746733899039299e-01
4.853634236918137335e-01
4.594890606078747552e-01
4.334787502081007826e-01
4.097533297801098096e-01
3.828035306040378227e-01
3.558466206180591618e-01
3.322189074296667544e-01
3.066393777209619476e-01
2.926565436996571012e-01
2.793139637227776140e-01
2.735837872669133475e-01
2.668597469868551064e-01
2.753931016607108484e-01
2.803363343466468427e-01
2.791867817568517429e-01
2.844806813475286855e-01
3.039077778722060197e-01
3.372294437502818543e-01
3.786854297330897179e-01
4.285527820051858727e-01
4.558117186643867447e-01
4.838035105255120705e-01
5.174571805179329909e-01
5.552830896263170057e-01
6.008405159373649829e-01
6.419710117439558772e-01
6.898648314847439789e-01
7.381695048981844476e-01
7.772522655965665717e-01
8.197956931529527536e-01
8.521096722968881654e-01
8.710473612447282576e-01
8.927337625055853376e-01
9.072770238118814667e-01
9.184435415148721749e-01
9.324054035677411534e-01
9.996768302374393622e-01
9.996524018532572109e-01
9.996214667878609017e-01
9.995887788983980338e-01
9.995518359014951004e-01
9.994711774239650737e-01
9.994275327550558030e-01
9.993975107961428073e-01
9.993606519608436711e-01
9.992876519947405667e-01
9.992447253162395349e-01
9.992064189553488962e-01
9.991616254166422184e-01
9.991278736243639491e-01
9.990863776466423207e-01
9.990510038091304779e-01
9.990251654594111130e-01
9.989726109716076108e-01
9.989238145681049730e-01
9.988771444213226935e-01
9.988080149641673788e-01
9.987457820480927229e-01
9.986943273187770531e-01
9.986472138388903241e-01
9.986116663274233751e-01
9.986059431554852317e-01
9.985836068245622643e-01
9.985512079087631720e-01
9.985439414878918285e-01
9.985465525840580003e-01
9.985482880532901007e-01
9.985445331863487262e-01
9.985512063556042373e-01
9.985602781582619825e-01
9.985604099151537127e-01
9.985794115900117340e-01
9.985929555541355196e-01
9.986086574942540928e-01
9.986457933956564004e-01
9.986488950368584971e-01
9.986595882400720603e-01
9.986651567558012532e-01
9.986930773290310093e-01
9.986964377769926848e-01
9.987128201313905107e-01
9.987158431943967685e-01
9.987154877501510652e-01
9.987069223671608542e-01
