hellingers_anomaly_0
3.691104604622307273e-01
3.248745753708466300e-01
2.821136141271590736e-01
2.416007197830726261e-01
2.088019950291073457e-01
1.818554897859219199e-01
1.928087138718717064e-01
1.847175951512276537e-01
1.765874868343118020e-01
1.684470254531715838e-01
1.603585732365260252e-01
1.523697829199797127e-01
1.445522695295161641e-01
1.370082340741530791e-01
1.298850980531172095e-01
1.233454667467764887e-01
1.176759298106581086e-01
1.119627115892073421e-01
1.090658376269467711e-01
1.081449630246423821e-01
1.086081070855832165e-01
1.103375024902647494e-01
1.162776054720805474e-01
1.265766507846369793e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
7.709238785778675940e-01
8.975403387537147504e-01
8.833933750730920131e-01
8.686959378948715393e-01
8.527470991209609164e-01
8.363528588731715674e-01
8.175086598722267617e-01
7.988074769868143132e-01
7.793023964362322253e-01
7.594186109898770631e-01
7.395411242954651465e-01
7.156176678860819429e-01
6.962226065098883199e-01
6.755758148965772536e-01
6.524706360515311054e-01
6.316868358042315723e-01
6.133815245301716956e-01
5.944465863845986853e-01
5.763585592776052646e-01
5.536515715223772061e-01
5.259427318180946997e-01
4.888860482146939468e-01
4.524694300119455059e-01
4.120021312502358812e-01
3.804810292048895759e-01
3.398930078229444041e-01
3.068250317144227690e-01
2.795033962674726702e-01
2.504781487310555610e-01
2.215278264766513683e-01
1.987136067384942528e-01
1.787161470510379990e-01
1.676459688413138860e-01
1.618387237530911626e-01
1.640199206791445041e-01
1.738019406134624356e-01
1.921151894321786457e-01
2.238017060357847532e-01
2.796877119755465380e-01
2.701356303250781465e-01
2.959130269672264335e-01
3.242466168820454797e-01
3.503791961611513184e-01
3.804825067243050585e-01
4.062329693858515167e-01
4.317243733547365681e-01
4.547837168537903763e-01
4.778970399576459860e-01
4.989502320747981612e-01
5.181653227066816969e-01
5.383141630386762966e-01
5.542567880683983983e-01
7.841175552358974343e-01
8.303909467453048920e-01
8.667116394439723370e-01
8.956599683739385753e-01
9.152072354906299889e-01
9.325840762952520846e-01
9.458320429990053624e-01
9.566657995307974449e-01
9.658432800659043638e-01
9.738810438574658779e-01
9.804718907170284492e-01
9.857094020385994693e-01
9.900323341122587717e-01
9.934287096051748200e-01
9.959479963421360438e-01
9.977069443840731466e-01
9.988611107647520360e-01
9.995332910377350277e-01
9.998517991082095380e-01
9.999695628053810736e-01
9.999969030774499279e-01
9.999999279070265201e-01
9.999999999356451452e-01
9.999999999995750066e-01
9.999999999999590328e-01
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
1.000000000000000000e+00
9.999999992264884119e-01
9.999999992071566535e-01
9.999999992860749698e-01
9.999999993233752438e-01
9.999999992917137925e-01
9.999999988134895545e-01
9.999999982283205302e-01
9.999999970609060318e-01
9.999999951720539570e-01
9.999999930606643384e-01
9.999999906167265085e-01
9.999999817695929272e-01
9.999999906167265085e-01
9.999999906167265085e-01
9.999999906167265085e-01
9.999999906167265085e-01
9.999999906167265085e-01
9.999999906167265085e-01
9.999999936799187639e-01
9.999999967583246274e-01
9.999999963377856904e-01
9.999999960258502130e-01
9.999999956205607443e-01
9.999999949968659818e-01
9.999999945458606376e-01
9.999999940282355837e-01
9.999999933207428526e-01
9.999999925637760301e-01
9.999999921582842788e-01
9.989361343181105690e-01
9.985201325187633703e-01
9.976228239457276548e-01
9.964086748329605836e-01
9.956447339693408338e-01
9.950950911969876911e-01
9.944592606432153259e-01
9.937362665905286052e-01
9.930549795068757124e-01
9.925119827307398168e-01
9.922303076957793566e-01
9.914989893533671106e-01
9.913321619088026893e-01
9.911285642601965762e-01
9.907880464374488882e-01
9.908260559531266720e-01
9.901361555526566605e-01
9.894110946795057204e-01
9.884041465190063214e-01
9.880850454332781307e-01
9.873919617631906620e-01
9.870294219349781129e-01
9.867743685086071137e-01
9.866507091885989844e-01
9.864518377971758234e-01
9.863290770636873317e-01
9.857941781597959752e-01
9.849688784516318352e-01
9.757450409340042707e-01
9.612588971396509585e-01
9.380984475937038658e-01
9.102681324469417135e-01
8.838335374363177621e-01
8.560283796163363768e-01
8.281431081724873744e-01
8.010357016562448251e-01
7.773546989010877706e-01
7.574383825334017883e-01
7.411490431812907120e-01
7.275627025479972643e-01
7.085002075368750374e-01
7.263518876538239688e-01
7.244378756491833826e-01
7.215095807656408677e-01
7.190089592036590371e-01
7.147814180089175906e-01
7.098821116707554335e-01
7.061853816615351054e-01
6.998010009950568211e-01
6.941137822427529969e-01
6.904213074152987240e-01
6.781456316104816917e-01
6.767850603540552790e-01
6.701989595377172426e-01
6.634082871636164391e-01
6.504170380365204007e-01
6.208074076954734899e-01
4.621729116498728418e-01
4.330743494568169982e-01
4.168665442238356222e-01
4.047126726823987442e-01
3.944315822105116665e-01
3.778114946091197801e-01
3.612168563996164261e-01
3.474119329782031640e-01
3.342190065020637091e-01
3.204883865663370468e-01
2.536129111357677823e-01
2.406040219718297291e-01
2.721628468531692713e-01
3.324216067995942048e-01
3.324216067995942048e-01
3.324216067995942048e-01
3.324216067995942048e-01
3.324216067995942048e-01
3.371417831510939989e-01
3.391958032143097546e-01
3.433221715526076911e-01
3.476887837776683199e-01
3.526655065763305563e-01
3.596938778443250495e-01
3.665466442796697644e-01
3.708097235922787061e-01
3.797501371275254778e-01
3.912807588103879297e-01
4.011361294273056988e-01
4.169347333375081899e-01
4.304216645654173057e-01
9.985450993891751281e-01
9.977000715171390199e-01
9.962154845844622963e-01
9.945389416196843690e-01
9.918303791992466589e-01
9.889059261700947623e-01
9.830055633985395058e-01
9.764450470023758877e-01
9.693276812858644398e-01
9.599752004198991440e-01
9.516302251796449063e-01
9.516302251796449063e-01
9.516302251796449063e-01
9.516302251796449063e-01
9.516302251796449063e-01
9.516302251796449063e-01
9.516302251796449063e-01
9.510565792170436739e-01
9.501547584926224310e-01
9.498159190128374618e-01
9.500163209977574574e-01
9.504806894741557599e-01
9.507969185634619347e-01
9.515048006091458843e-01
9.508996374743449165e-01
9.516749833133006931e-01
9.526153786726415662e-01
8.478407039324219463e-01
8.129177335991267794e-01
7.653670592556411911e-01
7.301187425968110878e-01
6.896637480885385862e-01
6.694870575037146221e-01
6.694870575037146221e-01
6.694870575037146221e-01
6.694870575037146221e-01
6.694870575037146221e-01
6.694870575037146221e-01
6.694870575037146221e-01
6.694870575037146221e-01
6.694870575037146221e-01
6.694870575037146221e-01
6.694870575037146221e-01
6.694870575037146221e-01
6.694870575037146221e-01
6.635888328471921671e-01
6.498135639561961607e-01
6.348798922825924507e-01
6.200689305606722490e-01
8.948451002000786803e-01
8.876596722830716324e-01
8.837297335317009228e-01
8.826450394817164646e-01
8.832791485532363041e-01
8.841510139652783984e-01
8.829872848204280977e-01
8.869344927878531903e-01
8.853969355312629741e-01
8.837699890177225237e-01
8.832841379953086935e-01
8.831196272645327472e-01
8.870031842864458671e-01
8.901194967692855897e-01
8.905481292904743329e-01
8.930991269509320762e-01
8.940360210532923846e-01
9.370704785330792319e-01
9.385248829735896026e-01
9.565991188325498884e-01
9.709859507768370257e-01
9.845529584804278977e-01
9.893757799103272133e-01
9.899527571443341722e-01
9.904571741187431222e-01
9.905617560047118575e-01
9.910533196255837396e-01
9.917611468262121921e-01
9.925274397736895127e-01
9.933522170414642583e-01
9.933010259937723463e-01
9.932051233828886883e-01
9.932716474745393320e-01
9.933286393822075011e-01
9.932323262256181895e-01
9.932469642645307406e-01
9.932171868291812533e-01
9.930263862782909845e-01
