Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,temperature,variance
1648214153.9585376,7007,1648214153,958387810,fufi_imu_link,22.52639389038086,0.0
1648214153.9589312,7008,1648214153,958786525,fufi_imu_link,22.526004791259766,0.0
1648214154.0245743,7009,1648214154,24304353,fufi_imu_link,22.525920867919922,0.0
1648214154.0337684,7010,1648214154,33639064,fufi_imu_link,22.525707244873047,0.0
1648214154.0695152,7011,1648214154,69339921,fufi_imu_link,22.52565574645996,0.0
1648214154.0991244,7012,1648214154,98966364,fufi_imu_link,22.526071548461914,0.0
1648214154.1171632,7013,1648214154,116959479,fufi_imu_link,22.52598762512207,0.0
1648214154.1546478,7014,1648214154,154431868,fufi_imu_link,22.52535057067871,0.0
1648214154.1634958,7015,1648214154,163203753,fufi_imu_link,22.525524139404297,0.0
1648214154.173963,7016,1648214154,173807272,fufi_imu_link,22.525318145751953,0.0
1648214154.1918058,7017,1648214154,191634127,fufi_imu_link,22.52529525756836,0.0
1648214154.2293108,7018,1648214154,229152993,fufi_imu_link,22.525516510009766,0.0
1648214154.2374303,7019,1648214154,237231916,fufi_imu_link,22.525344848632812,0.0
1648214154.2666864,7020,1648214154,266532268,fufi_imu_link,22.52621078491211,0.0
1648214154.3038201,7021,1648214154,303653320,fufi_imu_link,22.52709197998047,0.0
1648214154.312143,7022,1648214154,311980747,fufi_imu_link,22.52721405029297,0.0
1648214154.3502479,7023,1648214154,350093578,fufi_imu_link,22.527503967285156,0.0
1648214154.37884,7024,1648214154,378436596,fufi_imu_link,22.527809143066406,0.0
1648214154.386964,7025,1648214154,386737759,fufi_imu_link,22.528404235839844,0.0
1648214154.4338534,7026,1648214154,433686196,fufi_imu_link,22.52923011779785,0.0
1648214154.4430652,7027,1648214154,442889103,fufi_imu_link,22.528564453125,0.0
1648214154.4616833,7028,1648214154,461461453,fufi_imu_link,22.528573989868164,0.0
1648214154.5085704,7029,1648214154,508374605,fufi_imu_link,22.527549743652344,0.0
1648214154.5088751,7030,1648214154,508707881,fufi_imu_link,22.52725601196289,0.0
1648214154.5743952,7031,1648214154,574235129,fufi_imu_link,22.527462005615234,0.0
1648214154.5836444,7032,1648214154,583488530,fufi_imu_link,22.52713394165039,0.0
1648214154.6491613,7033,1648214154,648974478,fufi_imu_link,22.526464462280273,0.0
1648214154.6672678,7034,1648214154,666999393,fufi_imu_link,22.526302337646484,0.0
1648214154.7045884,7035,1648214154,704388939,fufi_imu_link,22.527610778808594,0.0
1648214154.713411,7036,1648214154,713132663,fufi_imu_link,22.527570724487305,0.0
1648214154.7240357,7037,1648214154,723813623,fufi_imu_link,22.528610229492188,0.0
1648214154.7418914,7038,1648214154,741706208,fufi_imu_link,22.528934478759766,0.0
1648214154.779356,7039,1648214154,779150489,fufi_imu_link,22.52880096435547,0.0
1648214154.787383,7040,1648214154,787176987,fufi_imu_link,22.528980255126953,0.0
1648214154.8166623,7041,1648214154,816512941,fufi_imu_link,22.52933120727539,0.0
1648214154.8538225,7042,1648214154,853667041,fufi_imu_link,22.5284366607666,0.0
1648214154.8621767,7043,1648214154,861958117,fufi_imu_link,22.529043197631836,0.0
1648214154.900328,7044,1648214154,900098598,fufi_imu_link,22.528501510620117,0.0
1648214154.928665,7045,1648214154,928446552,fufi_imu_link,22.52865219116211,0.0
1648214154.936971,7046,1648214154,936776763,fufi_imu_link,22.52953338623047,0.0
1648214154.9839153,7047,1648214154,983735762,fufi_imu_link,22.530433654785156,0.0
1648214155.0035224,7048,1648214155,3340220,fufi_imu_link,22.530921936035156,0.0
1648214155.0124824,7049,1648214155,12202994,fufi_imu_link,22.531686782836914,0.0
1648214155.0586448,7050,1648214155,58500618,fufi_imu_link,22.533100128173828,0.0
1648214155.059015,7051,1648214155,58890018,fufi_imu_link,22.532695770263672,0.0
1648214155.08645,7052,1648214155,86249292,fufi_imu_link,22.532520294189453,0.0
1648214155.1245036,7053,1648214155,124322042,fufi_imu_link,22.533519744873047,0.0
1648214155.133771,7054,1648214155,133563915,fufi_imu_link,22.533981323242188,0.0
1648214155.1993964,7055,1648214155,199205804,fufi_imu_link,22.533710479736328,0.0
1648214155.2174077,7056,1648214155,217104400,fufi_imu_link,22.53401756286621,0.0
1648214155.254659,7057,1648214155,254457822,fufi_imu_link,22.533668518066406,0.0
1648214155.2634459,7058,1648214155,263242987,fufi_imu_link,22.533912658691406,0.0
1648214155.2742088,7059,1648214155,274056396,fufi_imu_link,22.533470153808594,0.0
1648214155.291949,7060,1648214155,291783364,fufi_imu_link,22.53342628479004,0.0
1648214155.3008618,7061,1648214155,300672567,fufi_imu_link,22.533672332763672,0.0
1648214155.3293953,7062,1648214155,329170614,fufi_imu_link,22.532981872558594,0.0
1648214155.3374343,7063,1648214155,337271625,fufi_imu_link,22.53292465209961,0.0
1648214155.3668337,7064,1648214155,366598955,fufi_imu_link,22.53392791748047,0.0
1648214155.3936632,7065,1648214155,393528912,fufi_imu_link,22.533954620361328,0.0
1648214155.4121072,7066,1648214155,411938868,fufi_imu_link,22.53421974182129,0.0
1648214155.478684,7067,1648214155,478485264,fufi_imu_link,22.5339298248291,0.0
1648214155.4869971,7068,1648214155,486763357,fufi_imu_link,22.53392791748047,0.0
1648214155.5339122,7069,1648214155,533737126,fufi_imu_link,22.532947540283203,0.0
1648214155.5535288,7070,1648214155,553372016,fufi_imu_link,22.53232192993164,0.0
1648214155.609061,7071,1648214155,608903581,fufi_imu_link,22.533872604370117,0.0
1648214155.6364567,7072,1648214155,636276730,fufi_imu_link,22.534061431884766,0.0
