X,Y,O,LS,LC,LD
0.0,0.0,0.04474317470506143,0.7382777836587694,2.085611101653841,4.756408796784627
0.0,0.0,0.04474317470506143,0.7385555610060692,2.0867222176657783,4.758121506285272
0.0,0.0,0.04474317470506143,0.7382222291496064,2.085055552257432,4.757458526126587
-0.005556958561722114,-0.0004035011679900391,0.04481368002817561,0.7421111174755626,1.9915555558270879,4.635248589910855
-0.01331837071493891,-0.0007867760549454816,0.04502765410822373,0.7496666719516119,2.0026111071308454,4.753370130918302
-0.01331837071493891,-0.0007867760549454816,0.04502765410822373,0.7633333370089531,2.142777772910065,4.860552451887183
-0.03195633052465707,-0.00148230452236231,0.044450249950843776,0.7887222251958317,2.09372222257985,4.599226482665341
-0.04595813469225185,-0.00205019862584388,0.04546332406884643,0.7980555579066276,2.2078333273530006,4.353591140462549
-0.04595813469225185,-0.00205019862584388,0.04546332406884643,0.8046111123429405,2.098833332955837,4.469613228054995
-0.05683935191828371,-0.0022138013173232385,0.04582919420675421,0.8153333375851314,2.532833314107524,4.474419863843128
-0.07491035168917892,-0.002889917446538881,0.04516226267054327,0.8253333356645373,2.2918888770871693,4.582375650247816
-0.07491035168917892,-0.002889917446538881,0.04516226267054327,0.8371666701303588,2.3729999928010836,4.563977869834689
-0.1020523362332405,-0.004612601839527719,0.04458974509407268,0.8532777773009406,2.51561109787888,4.47856349576244
-0.1262268586992048,-0.005586831597694852,0.04621982179745034,0.8824444446298811,3.2849444011847178,4.523425410465641
-0.1262268586992048,-0.005586831597694852,0.04621982179745034,0.8926666681965192,2.9140555302302045,4.682928149871405
-0.1262268586992048,-0.005586831597694852,0.04621982179745034,0.9012777787115839,3.0810555257731016,4.436519318522669
-0.16854866893736975,-0.0076076612820464296,0.04518444260842794,0.9105555537674163,2.9776666399505403,4.293204410300071
-0.18225890115240262,-0.008380434206487486,0.045506935009138036,0.9315555529461966,3.030333302418391,4.107292833907828
-0.18225890115240262,-0.008380434206487486,0.045506935009138036,0.9461666653553645,2.989722205201785,4.516187839086543
-0.21313660195777973,-0.00949584198889375,0.04586674342690218,0.9599444448947907,2.8328888770606784,4.244806637421497
-0.21313660195777973,-0.00949584198889375,0.04586674342690218,0.9775555574231678,2.7366111149390537,4.134751396284577
-0.2485629811768605,-0.011185541042416813,0.04390974942522922,1.007555552985933,2.886833334300253,4.159723748159672
-0.28816456696737147,-0.020121522335868863,0.04635595603638363,1.0230000029007593,3.018388877974616,4.1085082733828715
-0.28816456696737147,-0.020121522335868863,0.04635595603638363,1.0368333339691163,3.1223888751533297,4.184640867275427
-0.3200382090415278,-0.021749642012546005,0.04719104431662268,1.0635555532243517,3.0874999980131785,4.049668485947077
-0.3534320803717109,-0.023114123988937113,0.047213478330745726,1.0780000057485368,3.1610000057352914,3.8339778889608644
-0.3534320803717109,-0.023114123988937113,0.047213478330745726,1.090388889445199,3.1997222198380366,4.021215441477233
-0.3534320803717109,-0.023114123988937113,0.047213478330745726,1.1051666653818555,3.444722208049562,3.838508270063453
-0.4193588422482971,-0.026188577508963057,0.04639296249010143,1.1273888932334053,3.358777778347333,3.7711601988386714
-0.43579513021741356,-0.02691300681563477,0.04630782341718826,1.1391666657394832,3.5081666505999034,3.623259662923233
-0.43579513021741356,-0.02691300681563477,0.04630782341718826,1.1482777744531631,3.80288885931174,3.7312154651346785
-0.4669241684992874,-0.028203618475708597,0.047359125704643776,1.1760000023576949,3.8485555380582808,3.654751367990483
-0.490389588609632,-0.014962505325990694,0.04746551650710492,1.1811111092567443,3.7321110943953197,3.596408832139073
-0.490389588609632,-0.014962505325990694,0.04746551650710492,1.1858888841337627,3.7415555470519597,3.608453027451236
-0.5149241386147799,-0.016177279449245546,0.048729364758773874,1.1926111075613233,3.8815555456611843,3.4603315078092542
-0.5149241386147799,-0.016177279449245546,0.048729364758773874,1.211111107137468,3.6739444348547194,3.4285082968559055
-0.5361891600433227,-0.01767075813901653,0.04814093361735581,1.2128888895114263,3.950777748889393,3.544033138132886
-0.5328900896815832,-0.01756800837305253,0.04838397735535684,1.2138888855775198,3.952111098832554,3.4254143685925733
-0.5328900896815832,-0.01756800837305253,0.04838397735535684,1.2101111114025116,3.9637777477502825,3.432762435786632
-0.5267859798725724,-0.01722307571695797,0.048683785277114956,1.208333334657881,3.793499983681573,3.438121555918488
-0.5267859798725724,-0.01722307571695797,0.048683785277114956,1.2084444436762067,3.9285555296474035,3.435359117734498
-0.5315742008978585,-0.01948408936878529,0.04954088702848071,1.2111666639645895,3.9639444284968905,3.4312707205503683
-0.5316192169778834,-0.019533802248587584,0.0495671463734983,1.2112222231096692,3.7992222083939446,3.4322099540773676
-0.5306323805489802,-0.02086693770507131,0.04908175632256673,1.2107222232553694,3.8121666616863674,3.4324861883458513
-0.5295320811536072,-0.027999562170153508,0.049797910557272784,1.2123333358102375,3.7643888857629566,3.43281767249766
