X,Y,O,LS,LC,LD
0.05298712804220773,0.03839482650702732,0.23096103303581697,0.004051387046129492,0.0023946349490708016,0.0066038213627354824
0.04139350829777848,0.033821050244921394,0.2301332273452566,0.001663542597502303,0.000374985887906304,0.002398398205111042
0.030727374322575655,0.029369657583163556,0.2287324071046494,0.0002755665598145328,0.00010487296583321948,0.00022433647928226928
0.021424246640216894,0.02727559909584907,0.22728086895350091,5.911831213673528e-05,0.0014140341868173738,0.00039957673593682267
0.01405165118251069,0.02531238265407479,0.2258738324146513,0.0010215853392978595,0.004470462917281507,0.002519796759380454
0.008115222821841225,0.023306699339068183,0.22387852388676863,0.0031609018384201482,0.009668438555557959,0.007668771263392956
0.0038621919722033812,0.021386518973153357,0.22189998079516618,0.006521052833963086,0.015530005612733277,0.016800684782648567
0.0011689886447176063,0.019442154854410226,0.2199786329069636,0.010819729048044362,0.024448482251324413,0.025623816987083332
5.444168404905559e-05,0.017664405856506023,0.21843976906900534,0.016132060006835286,0.03474775251047645,0.03390356848790015
0.0003774884661588443,0.01597307752740031,0.21691101696041765,0.022434793308867496,0.04854181194654128,0.04500458117507425
0.0020699506190676067,0.014419326439750831,0.21541146400516165,0.02966135914533612,0.058960692470649244,0.05790757903988243
0.0050178975632105835,0.013006405973965306,0.2135933433680068,0.037841076150912936,0.07503155082473663,0.07540377801280511
0.009392967974313203,0.011450738215873904,0.21132339735726172,0.04696695969819987,0.0928893259339334,0.09573273278950485
0.014842106514126896,0.010129738423578673,0.20879100885298027,0.056819593251603254,0.10965083371277907,0.11687794756297366
0.02121866732792048,0.008853169979026153,0.20732259794289928,0.06677063505494771,0.11539444768767511,0.14340943658057057
0.028957582961410672,0.00710947626117098,0.2054807060651179,0.07745948140561035,0.12678054477701922,0.1841769517584364
0.03825423971267273,0.005560006706264825,0.20365380086020476,0.08897014024783728,0.13636884320378334,0.21889742130831688
0.04778127816145877,0.0032385027350726615,0.20076786952823805,0.1013050124927149,0.14903044612794122,0.25038818602144275
0.05822174904774919,0.0008737617918156957,0.19903580789988318,0.11385440662800675,0.16286296446496146,0.27434701180103627
0.07019554396980447,1.2316848606192925e-05,0.1973171403322694,0.12686874850726337,0.17993902075768142,0.3357834132664758
0.0822536247182335,0.0007972684783099203,0.19638272220444403,0.14030066126854535,0.20308875519656583,0.38176633400508914
0.09586584337123792,0.00336771172473627,0.1954522304416951,0.15389106441982206,0.2329224039261047,0.4251586564147113
0.10891167774054544,0.008272693554398627,0.1996662469896103,0.16649233070385325,0.2625775622553806,0.4780238655461306
0.11618749667629887,0.00477599852238848,0.19261758198951962,0.17262342281564455,0.2717335772413832,0.5075770384641812
0.12741277894803807,0.005362097850671946,0.1916570408040423,0.18207119934575886,0.28905897511250667,0.5714557308129408
0.13788912923213353,0.005912081129036136,0.19107298145766832,0.19043424755211538,0.31065418820874935,0.6260414592135601
0.14715075733067132,0.006428120718334402,0.19045655231299816,0.19855968197128104,0.3323682648954126,0.6543712588372883
0.1577951577466432,0.007007297565769288,0.18979073239579808,0.2065539253884071,0.3557976749722159,0.7245572670271452
0.1701497140157477,0.007660179214894464,0.18906933809155252,0.2141225305482867,0.37016406665413615,0.7691365868135359
0.17760360376632406,0.008103736499136547,0.1877738371797293,0.22041431914580603,0.39139844944261803,0.8078676969050687
0.18440570194341824,0.008525700460168952,0.18630943676115394,0.22627821517724944,0.40733504047364133,0.8248047024372798
0.1921606825353025,0.008997412838222075,0.18471003159037025,0.23190886719775064,0.41044358472988457,0.8662809551909231
0.19750661859834853,0.009378083901044412,0.1836988633214381,0.2352187291787701,0.41190924428778064,0.8975869197232716
0.20094021934303427,0.01156894140498065,0.18266142084748807,0.2383776657006043,0.4192740168131701,0.9213209791399165
0.2048423812562008,0.014283134568168175,0.18150790522938223,0.241392589034023,0.4271683739673998,0.9521461780832766
0.20633136398073085,0.01742956880240318,0.1813052727240518,0.24399127291483022,0.42837772397126334,0.9565521025711594
0.208030872902424,0.021372697085001332,0.1810758612079357,0.2445991472462502,0.4429756306186519,0.9563011257875434
0.2072423454906772,0.025950638690501023,0.1802302867406647,0.24506070917599207,0.44160138573139057,0.9807215958013447
1.251711993450418,0.4219403480362715,0.12175159439888684,0.27837622247842203,0.13414975190085185,0.1161517439377153
1.1737916686670975,0.40567113023530554,0.10778617933776619,0.2557997912331577,0.13045150036461065,0.097876791303822
