Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,position_9,position_10,position_11,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,velocity_7,velocity_8,velocity_9,velocity_10,velocity_11,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6,effort_7,effort_8,effort_9,effort_10,effort_11
1648214345.1755762,18176,1648214344,631041459,,"['fufi_back_left_wheel_joint', 'fufi_back_right_wheel_joint', 'fufi_front_left_wheel_joint', 'fufi_front_right_wheel_joint']",0.0,-0.0,0.0,-0.0,-2.5071599123218208e-05,-0.0,-0.00010028639649287283,-0.0,0.8310546875,0.91015625,0.1181640625,0.0947265625
1648214345.1755943,18177,1648214344,651043828,,"['fufi_back_left_wheel_joint', 'fufi_back_right_wheel_joint', 'fufi_front_left_wheel_joint', 'fufi_front_right_wheel_joint']",0.0,-0.0,0.0,-0.0,-2.5071599123218208e-05,-0.0,-0.00010028639649287283,-0.0,0.8310546875,0.91015625,0.1181640625,0.0947265625
1648214345.1756148,18178,1648214344,671038397,,"['fufi_back_left_wheel_joint', 'fufi_back_right_wheel_joint', 'fufi_front_left_wheel_joint', 'fufi_front_right_wheel_joint']",0.0,-0.0,0.0,-0.0,-2.5071599123218208e-05,-0.0,-0.00010028639649287283,-0.0,0.8310546875,0.91015625,0.1181640625,0.0947265625
1648214345.1757293,18179,1648214344,691041328,,"['fufi_back_left_wheel_joint', 'fufi_back_right_wheel_joint', 'fufi_front_left_wheel_joint', 'fufi_front_right_wheel_joint']",0.0,-0.0,0.0,-0.0,-2.5071599123218208e-05,-0.0,-0.00010028639649287283,-0.0,0.8310546875,0.91015625,0.1181640625,0.0947265625
1648214345.175759,18180,1648214344,711038781,,"['fufi_back_left_wheel_joint', 'fufi_back_right_wheel_joint', 'fufi_front_left_wheel_joint', 'fufi_front_right_wheel_joint']",0.0,-0.0,0.0,-0.0,-2.5071599123218208e-05,-0.0,-0.00010028639649287283,-0.0,0.8134765625,0.91796875,0.1171875,0.103515625
1648214345.1759422,18181,1648214344,731040249,,"['fufi_back_left_wheel_joint', 'fufi_back_right_wheel_joint', 'fufi_front_left_wheel_joint', 'fufi_front_right_wheel_joint']",0.0,-0.0,0.0,-0.0,-2.5071599123218208e-05,-0.0,-0.00010028639649287283,-0.0,0.8134765625,0.91796875,0.1171875,0.103515625
1648214345.1759567,18182,1648214344,751067075,,"['fufi_back_left_wheel_joint', 'fufi_back_right_wheel_joint', 'fufi_front_left_wheel_joint', 'fufi_front_right_wheel_joint']",0.0,-0.0,0.0,-0.0,-2.5071599123218208e-05,-0.0,-0.00010028639649287283,-0.0,0.8134765625,0.91796875,0.1171875,0.103515625
1648214345.1761258,18183,1648214344,771051623,,"['fufi_back_left_wheel_joint', 'fufi_back_right_wheel_joint', 'fufi_front_left_wheel_joint', 'fufi_front_right_wheel_joint']",0.0,-0.0,0.0,-0.0,-2.5071599123218208e-05,-0.0,-0.00010028639649287283,-0.0,0.8134765625,0.91796875,0.1171875,0.103515625
1648214345.176216,18184,1648214344,794140510,,"['fufi_back_left_wheel_joint', 'fufi_back_right_wheel_joint', 'fufi_front_left_wheel_joint', 'fufi_front_right_wheel_joint']",0.0,-0.0,0.0,-0.0,-2.5071599123218208e-05,-0.0,-0.00010028639649287283,-0.0,0.8134765625,0.91796875,0.1171875,0.103515625
1648214345.1762488,18185,1648214344,811040202,,"['fufi_back_left_wheel_joint', 'fufi_back_right_wheel_joint', 'fufi_front_left_wheel_joint', 'fufi_front_right_wheel_joint']",0.0,-0.0,0.0,-0.0,-2.5071599123218208e-05,-0.0,-0.00010028639649287283,-0.0,0.8134765625,0.91796875,0.1171875,0.103515625
