Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1648214356.5899246,0.0566493608057499,-0.09597662016749384,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.6097057,0.0566493608057499,-0.09597662016749384,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.609767,0.0566493608057499,-0.09597662016749384,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.6301122,0.0566493608057499,-0.09597662016749384,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.649813,0.0566493608057499,-0.09597662016749384,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.649834,0.0566493608057499,-0.09597662016749384,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.6700666,0.0566493608057499,-0.09597662016749384,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.6700933,0.061019054800272,-0.09160692617297174,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.690074,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.7097993,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.7298927,0.0566493608057499,-0.09160692617297174,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.7498722,0.0566493608057499,-0.09160692617297174,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.7697556,0.0566493608057499,-0.09160692617297174,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.7697942,0.061019054800272,-0.09160692617297174,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.7900743,0.0566493608057499,-0.09160692617297174,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.809945,0.0566493608057499,-0.08723723217844964,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214356.8099713,0.061019054800272,-0.08723723217844964,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214356.8297298,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.8297427,0.061019054800272,-0.08723723217844964,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214356.8297725,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.8499699,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.8700106,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.8897948,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.9098206,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
