X,Y,ORIENTATION,LS 0-179,LC 180-359,LD 360-539
0.0,0.0,0.0,0.7046666704946094,1.8718888921870125,4.57561111052831
0.0,0.0,0.0,0.7049444476763408,1.872000001867612,4.57555555899938
0.0,0.0,0.0,0.7040000039670202,1.8722222260302968,4.5752777761883205
-5.695100231783989e-05,3.145893956400109e-05,0.0,0.7072222272555033,1.877111115720537,4.571999982992808
-0.0022616914023438,0.0003291950224154,-0.0001121198502084,0.7176111163364516,1.8913888866702715,4.6898888892597625
-0.0823687353666872,-0.0067305103435145,-0.0005761015607551,0.8197777791155709,2.2459444398681323,4.481277743975322
-0.0823687353666872,-0.0067305103435145,-0.0005761015607551,0.842500000860956,2.7392777505848143,4.469111083613502
-0.16454217956789,-0.013256128429726,-0.0002481192110598,0.9278333367572892,2.978222194479572,4.321166670322418
-0.204069421910811,-0.0154908100273532,-0.0034491658037412,0.9489444431331424,2.568333321478632,4.346777770254347
-0.2637357295656293,-0.0292684053662068,-0.0064910147484814,1.0259444455305735,3.0586110999186835,4.326555522282918
-0.3464416096049798,-0.0364784947685264,-0.0068451469064306,1.0962222235070334,3.372055557039049,4.141111086474525
-0.3876329376272787,-0.0384958694706581,-0.0065397758019442,1.111611110303137,3.28055554330349,4.060388869709438
-0.4447220545479862,-0.0414599748415824,-0.0084304925904281,1.17288888891538,3.654611096117232,3.8017222252157
-0.5079929769571785,-0.0438640724999248,-0.0084026842012023,1.187222226129638,3.67316664689117,3.774888883034388
-0.5591333923438198,-0.0464928987423012,-0.0099223254630499,1.228166664308972,3.876555533210437,3.501222207811144
-0.5591333923438198,-0.0464928987423012,-0.0099223254630499,1.2234444429477056,4.000611090328959,3.510888891087638
-0.5481845743088511,-0.0453174402894369,-0.0097517358013426,1.220388889312744,3.707499990198347,3.75922222269906
-0.548258806708358,-0.0453333074158431,-0.0096108899594014,1.2202222247918446,3.828388863801956,3.5274444513850742
-0.548258806708358,-0.0453333074158431,-0.0096108899594014,1.2201111101441913,3.828166646758715,3.623555557595359
-0.5475995510952243,-0.0452406326976458,-0.010201733399513,1.2199444476101131,3.82761110232936,3.6222777797116175
-0.5475995510952243,-0.0452406326976458,-0.010201733399513,1.2199444436364704,3.827555545502239,3.622555560535855
-0.5475995510952243,-0.0452406326976458,-0.010201733399513,1.2190000020795395,3.8261111030975976,3.622277781036165
